warehouse_key,name,phone,continent,country,country_code,city,address,latitude,longitude
W00123,CH Agora,+48-326618740,Europe,Poland,PL,Bytom,"H&M, Plac Tadeusza Kościuszki, Śródmieście, Bytom, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 41-902, Polska",50.34755,18.918673
W00124,CH Auchan Poczesna,+48-343608440,Europe,Poland,PL,Czestochowa,"parking Auchan, Krakowska, Nowa Wieś, gmina Poczesna, powiat częstochowski, województwo śląskie, 42-262, Polska",50.730084,19.154564
W00125,Cuprum Arena,+48-767466740,Europe,Poland,PL,Lubin,"Helios, 20, Generała Władysława Sikorskiego, Osiedle Świerczewskiego, Lubin, powiat lubiński, województwo dolnośląskie, 59-300, Polska",51.39392,16.2066
W00126,CH Pogoria,+48-322686940,Europe,Poland,PL,Dąbrowa Górnicza,"Hebe, Pogoriowa Pasieka Miodna, Dębnik, Śródmieście, Dąbrowa Górnicza, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 41-302, Polska",50.326716,19.183405
W00127,CH Gemini,+48-338130640,Europe,Poland,PL,Bielsko-Biała,"Gemini Park, 20, Leszczyńska, Leszczyny, Bielsko-Biała, województwo śląskie, 43-300, Polska",49.803507,19.050688
W00128,Galeria Victoria,+48-6323040,Europe,Poland,PL,Wałbrzych,"Galeria Victoria, 64, 1 Maja, Palestyna, Sobięcin, Wałbrzych, województwo dolnośląskie, 58-300, Polska",50.76617,16.26452
W00129,Port Lodz,+48-422981460,Europe,Poland,PL,Lodz,"H&M, Chocianowicka, Nad Nerem, Chocianowice, Łódź-Górna, Łódź, województwo łódzkie, 93-460, Polska",51.703707,19.41288
W00130,Galeria Ostrovia,+48-627320940,Europe,Poland,PL,Ostrów Wielkopolski,"Galeria Ostrovia, Kaliska, Krępa, Ostrów Wielkopolski, powiat ostrowski, województwo wielkopolskie, 63-400, Polska",51.65735,17.84607
W00131,CH Nova Park,+48-957140140,Europe,Poland,PL,Gorzów Wielkopolski,"NoVa Park, 2, Przemysłowa, Zawarcie, Gorzów Wielkopolski, województwo lubuskie, 66-400, Polska",52.72746,15.24289
W00132,Galeria Echo,+48-412012140,Europe,Poland,PL,Kielce,"Galeria Echo, 20, Świętokrzyska, Pocieszka, Bocianek, Kielce, województwo świętokrzyskie, 25-406, Polska",50.880565,20.648677
W00133,Galeria Sanowa,+48-167331240,Europe,Poland,PL,Przemyśl,"H&M, Bystrzyckich, Garbarze, Mikołaja Kopernika, Osiedle Mikołaja Kopernika, Przemyśl, województwo podkarpackie, 37-700, Polska",49.791254,22.782461
W00134,Galeria Jurajska,+48-343890840,Europe,Poland,PL,Czestochowa,"H&M, Kanał Kohna, Warta Pierwsza, Stare Miasto, Częstochowa, 42-201, Polska",50.808177,19.12998
W00135,CH Atrium Molo,+91-3119740,Europe,Poland,PL,Szczecin,"OMNI Molo, 73, Mieszka I, Słowieńsko, Pomorzany, Zachód, Szczecin, województwo zachodniopomorskie, 71-011, Polska",53.41117,14.52195
W00136,Galeria Twierdza,+48-846112440,Europe,Poland,PL,Zamość,"CH Galeria Twierdza, 10, Przemysłowa, Osiedle Jana Kilińskiego, Zamość, województwo lubelskie, 22-400, Polska",50.72743,23.26308
W00137,Pasaz Lódzki,+48-426388840,Europe,Poland,PL,Lodz,"Pasaż Łódzki, 30, Aleja Jana Pawła II, Stare Polesie, Politechniczna, Łódź-Polesie, Łódź, województwo łódzkie, 93-570, Polska",51.75065828578729,19.43966388702393
W00138,Galeria Handlowa Niwa,+48-338429640,Europe,Poland,PL,Oświęcim,"Planet Cinema, 1, Powstańców Śląskich, Osiedle Błonie, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska",50.043797,19.20666
W00139,Silesia City Center,+48-326056740,Europe,Poland,PL,Katowice,"Nail Room, Johna Baildona, Osiedle Ducha, Dąb, Katowice, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 40-115, Polska",50.271877,19.002831
W00140,CH Magnolia,+48-713904440,Europe,Poland,PL,Wroclaw,"Zara Home, Dąbrówki, Popowice Południowe, Popowice, Gądów-Popowice Południowe, Wrocław, województwo dolnośląskie, 54-204, Polska",51.11913,16.98992
W00141,Galeria Nowy Rynek,+48-756402540,Europe,Poland,PL,Jelenia Gora,"25, Podwale, Jelenia Góra, województwo dolnośląskie, 58-500, Polska",50.90566,15.73296
W00142,Europa Centralna,+48-323008540,Europe,Poland,PL,Gliwice,"Europa Centralna, 315, Pszczyńska, Ligota Zabrska, Gliwice, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 44-100, Polska",50.267667,18.717944
W00143,Galeria Szperk,+48-587789540,Europe,Poland,PL,Gdynia,"Galeria Szperk, 338, Pułkownika Stanisława Dąbka, Pogórze Górne, Pogórze, Gdynia, województwo pomorskie, 81-198, Polska",54.56534050627833,18.50240975942756
W00144,Galeria Tęcza,+48-627605640,Europe,Poland,PL,Kalisz,"H&M, 1, 3 Maja, Śródmieście I, Kalisz, województwo wielkopolskie, 62-800, Polska",51.76584,18.08794
W00145,Galeria Handlowa Starówka,+48-913913940,Europe,Poland,PL,Stargard Szczeciński,"8, Bolesława Chrobrego, Stare Miasto, Stargard, powiat stargardzki, województwo zachodniopomorskie, 73-110, Polska",53.33869,15.04435
W00146,Millenium Hall,+48-178655840,Europe,Poland,PL,Rzeszów,"Millenium Hall, 1, Aleja majora Wacława Kopisto, Nowe Miasto, Rzeszów, województwo podkarpackie, 35-959, Polska",50.027297,22.01479
W00147,Galeria Rzeszow,+48-177771140,Europe,Poland,PL,Rzeszów,"Świat Prasy, 44, Aleja Józefa Piłsudskiego, Pułaskiego, Rzeszów, województwo podkarpackie, 35-001, Polska",50.041932,21.999077
W00148,Dekada Sieradz,+48-438285040,Europe,Poland,PL,Sieradz,"Dekada, 11, Wojska Polskiego, Osiedle Jaworowe, Sieradz, powiat sieradzki, województwo łódzkie, 98-200, Polska",51.59759140201179,18.72590170291596
W00149,CH Dekada,+48-468193140,Europe,Poland,PL,Żyrardów,"38, 1 Maja, Podblich, Żyrardów, powiat żyrardowski, województwo mazowieckie, 96-300, Polska",52.05391,20.44075
W00150,Galeria Kociewska,+48-585330740,Europe,Poland,PL,Tczew,"Galeria Kociewska, 1, Pomorska, Nowe Miasto, Tczew, powiat tczewski, województwo pomorskie, 83-110, Polska",54.09670176674378,18.78801757650615
W00151,Galeria Olimpia,+48-447153040,Europe,Poland,PL,Bełchatów,"Kolejowa, Edwardów, Bełchatów, powiat bełchatowski, województwo łódzkie, 97-400, Polska",51.35337,19.37606
W00152,Galeria Lomianki,+48-223556340,Europe,Poland,PL,Łomianki,"Galeria Łomianki, 25, Brukowa, Prochownia, Łomianki, gmina Łomianki, powiat warszawski zachodni, województwo mazowieckie, 05-092, Polska",52.32529319626799,20.90339407244456
W00153,Galeria Trzy Korony,+48-184405640,Europe,Poland,PL,Nowy Sacz,"Galeria Trzy Korony, 80, Lwowska, Osiedle Gołąbkowice, Osiedle Westerplatte, Nowy Sącz, województwo małopolskie, 33-300, Polska",49.624085,20.707484
W00154,Galeria Siedlce,+48-257863640,Europe,Poland,PL,Siedlce,"Galeria Siedlce, 74, Józefa Piłsudskiego, Śródmieście, Siedlce, województwo mazowieckie, 08-110, Polska",52.16830031944403,22.2693865121164
W00155,M1 Radom,+48-483655940,Europe,Poland,PL,Radom,"M1 Radom, 28, Aleja Józefa Grzecznarowskiego, Młodzianów, Radom, województwo mazowieckie, 26-600, Polska",51.38227,21.16926
W00156,Plac Unii,+48-222040440,Europe,Poland,PL,Warsaw,"Plac Unii, 2, Puławska, Stary Mokotów, Mokotów, Warszawa, województwo mazowieckie, 02-566, Polska",52.21280629354498,21.02056011266086
W00157,Odrzańskie Ogrody,+48-775458440,Europe,Poland,PL,Kędzierzyn Koźle,"Odrzańskie Ogrody, Aleja Armii Krajowej, Osiedle 1000-lecia, Kędzierzyn-Koźle, powiat kędzierzyńsko-kozielski, 47-224, Polska",50.34118788597151,18.19018363952637
W00158,CH Felicity,+48-814528940,Europe,Poland,PL,Lublin,"C&A, 32, Aleja Wincentego Witosa, Felin, Lublin, województwo lubelskie, 20-315, Polska",51.23224335926496,22.61409312499308
W00159,M1,+48-426648640,Europe,Poland,PL,Lodz,"M1 Łódź, 27/29, Brzezińska, Stoki-Sikawa-Podgórze, Sikawa, Łódź-Widzew, Łódź, województwo łódzkie, 92-103, Polska",51.79247257879196,19.50978214554891
W00160,Galeria Debicka,+48-146707840,Europe,Poland,PL,Dębica,"H&M, 2, Księdza Alojzego Nosala, Centrum, Dębica, powiat dębicki, województwo podkarpackie, 39-200, Polska",50.046559,21.412908
W00161,CH HERMES,+41-3956140,Europe,Poland,PL,Skarżysko-Kamienna,"Hermes, 18, Zygmunta Krasińskiego, Osiedle Piłsudskiego, Skarżysko-Kamienna, powiat skarżyski, województwo świętokrzyskie, 26-110, Polska",51.114482,20.861719
W00162,Galeria Mokotow,+48-221613940,Europe,Poland,PL,Warsaw,"Cash4You, Wołoska, Osiedle Służewiec Południowy, Ksawerów, Mokotów, Warszawa, województwo mazowieckie, 02-675, Polska",52.1789470763327,21.00379154338827
W00163,CH Marino,+48-713208340,Europe,Poland,PL,Wroclaw,"Vive Profit, Paprotna, Różanka, Polanowice-Poświętne-Ligota, Wrocław, województwo dolnośląskie, 51-117, Polska",51.15217,17.02677
W00164,MMG Center Ciechanow,+48-23-680-89-40,Europe,Poland,PL,Ciechanów,"65, Ciechanowska, Władysławowo, gmina Opinogóra Górna, powiat ciechanowski, województwo mazowieckie, 06-406, Polska",52.881338,20.656341
W00165,Sadyba Best Mall,+48-223703940,Europe,Poland,PL,Warsaw,"GreenWay - Sadyba Best Mall Warszawa, 31, Powsińska, Osiedle Sadyba, Sadyba, Mokotów, Warszawa, województwo mazowieckie, 02-903, Polska",52.1881342149194,21.06059032266103
W00166,Galeria Bursztynowa,+48-297444340,Europe,Poland,PL,Ostrołęka,"Galeria Bursztynowa, 28, Generała Augusta Emila Fieldorfa ""Nila"", Osiedle Centrum, Śródmieście II, Ostrołęka, województwo mazowieckie, 07-410, Polska",53.075384,21.57813
W00167,Centrum Riviera,+48-587790340,Europe,Poland,PL,Gdynia,"ActiveJet, Kazimierza Górskiego, Wzgórze Świętego Maksymiliana, Gdynia, województwo pomorskie, 81-304, Polska",54.50327812750908,18.53199247443376
W00168,Galeria Amber,+48-627688140,Europe,Poland,PL,Kalisz,"Galeria Amber, 82, Górnośląska, Osiedle Adama Asnyka, Kalisz, województwo wielkopolskie, 62-800, Polska",51.74365,18.06944
W00169,Brama Pomorza,+48-525862540,Europe,Poland,PL,Chojnice,"Apart, 2A, Podmiejska, Lipienice, gmina Chojnice, powiat chojnicki, województwo pomorskie, 89-620, Polska",53.69338408828372,17.61711467340367
W00170,Galeria Bronowice,+48-126233440,Europe,Poland,PL,Krakow,"Galeria Bronowice, 61, Stawowa, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-346, Polska",50.092169,19.896614
W00171,Galeria Corso,+91-3275140,Europe,Poland,PL,Świnoujście,"Jarosława Dąbrowskiego, Osiedle Wyspiańskiego, Śródmieście, Świnoujście, województwo zachodniopomorskie, 72-600, Polska",53.90998,14.24641
W00172,Posnania,+48-616461840,Europe,Poland,PL,Poznan,"Posnania, 1, Pleszewska, Miasteczko, Łacina, Rataje, Poznań, województwo wielkopolskie, 61-136, Polska",52.39624,16.95487
W00173,Galeria Kasztanowa,+48-672119640,Europe,Poland,PL,Pila,"H&M, 99, Aleja Powstańców Wielkopolskich, Zamość, Piła, powiat pilski, województwo wielkopolskie, 64-920, Polska",53.1591,16.75607
W00174,VIVO! Piła,+67-3506740,Europe,Poland,PL,Pila,"H&M, 14 Lutego, Śródmieście, Piła, powiat pilski, województwo wielkopolskie, 64-920, Polska",53.14466,16.74547
W00175,CH Plaza Ruda Slaska,+48-327367740,Europe,Poland,PL,Ruda Śląska,"Ruda Śląska Plaza, 310, 1 Maja, Wirek, Ruda Śląska, Górnośląsko-Zagłębiowska Metropolia, województwo śląskie, 41-710, Polska",50.275481,18.865597
W00176,Brama Mazur,+48-7395004,Europe,Poland,PL,Ełk,"Brama Mazur, 1, Jarosława Dąbrowskiego, Osiedle Zatorze, Ełk, powiat ełcki, województwo warmińsko-mazurskie, 19-300, Polska",53.82278998224304,22.36176066435291
W00177,Dekada Malbork,+48-556259440,Europe,Poland,PL,Malbork,"Galeria Dekada, 9, Aleja Rodła, Kałdowo, Malbork, powiat malborski, województwo pomorskie, 82-200, Polska",54.03603237442341,19.03456453071863
W00178,Forum Gdansk,+48-587708940,Europe,Poland,PL,Gdansk,"Forum Gdańsk, 7, Targ Sienny, Piaskownia, Śródmieście, Gdańsk, województwo pomorskie, 80-806, Polska",54.34911660750592,18.64329654456537
W00179,CH Ikea Lublin,+48-814521940,Europe,Poland,PL,Lublin,"Aleja Spółdzielczości Pracy, Czechów Północny, Lublin, województwo lubelskie, 20-960, Polska",51.28158,22.57428
W00180,Zielone Arkady,+48-523399440,Europe,Poland,PL,Bydgoszcz,"Hugo Boss, 1, Wojska Polskiego, Wzgórze Wolności, Bydgoszcz, województwo kujawsko-pomorskie, 85-171, Polska",53.11538056827956,18.00980838773251
W00181,CH Serenada,+48-123411240,Europe,Poland,PL,Krakow,"Centrum Serenada, 41, Generała Tadeusza Bora-Komorowskiego, Czyżyny, Kraków, województwo małopolskie, 31-876, Polska",50.088771,19.986762
W00182,Auchan Hetmanska,+48-858762440,Europe,Poland,PL,Bialystok,"Auchan Hetmańska, 16, Hetmańska, Marczuk, Młodych, Białystok, województwo podlaskie, 15-727, Polska",53.13467119454072,23.11792731285095
W00183,Galeria Warminska,+48-897224140,Europe,Poland,PL,Olsztyn,"Juliana Tuwima, Pozorty, Brzeziny, Olsztyn, województwo warmińsko-mazurskie, 10-088, Polska",53.755018,20.485392
W00184,Vendo Park Nysa,+48-774022640,Europe,Poland,PL,Nysa,"Vendo Park, 7, Marszałka Józefa Piłsudskiego, Południe, Nysa, gmina Nysa, powiat nyski, województwo opolskie, 48-303, Polska",50.46627,17.34313
W00185,Blue City,+48-225891340,Europe,Poland,PL,Warsaw,"Blue City, 179, Aleje Jerozolimskie, Szczęśliwice, Ochota, Warszawa, województwo mazowieckie, 02-222, Polska",52.21218569355641,20.95608470090031
W00186,Galeria Neptun,+48-587685140,Europe,Poland,PL,Starogard Gdański,"Hair M Club, 7, Pomorska, Osiedle Kopernika, Starogard Gdański, powiat starogardzki, województwo pomorskie, 83-200, Polska",53.96382617772799,18.53048254872351
W00187,Sonata Park,+48-468649440,Europe,Poland,PL,Sochaczew,"2;E 30, Wójtówka, gmina Sochaczew, powiat sochaczewski, województwo mazowieckie, 96-500, Polska",52.22763557545335,20.26714364152531
W00188,Stop Shop Legnica,+48-767286470,Europe,Poland,PL,Legnica,"H&M, Roberta Schumana, Bieśnik, Osiedle Henryka Sienkiewicza, Legnica, województwo dolnośląskie, 59-220, Polska",51.18539,16.17262
W00189,MMG Centers Kutno,+48-242530040,Europe,Poland,PL,Kutno,"Olika, Tadeusza Kościuszki, Kościuszków, Kutno, powiat kutnowski, województwo łódzkie, 99-301, Polska",52.2450658230192,19.37484043039444
W00190,Fabryka Wolomin,+48-224339540,Europe,Poland,PL,Wołomin,"Galeria Wołomin, 2, Geodetów, Kolonia Gródek, Wołomin, gmina Wołomin, powiat wołomiński, województwo mazowieckie, 05-200, Polska",52.3563714265679,21.25768661499023
W00191,Galeria Morena,+48-583042340,Europe,Poland,PL,Gdansk,"Zdrofit, 102A, Franciszka Schuberta, Suchanino, Gdańsk, województwo pomorskie, 80-172, Polska",54.35144545313764,18.59442381741212
W00192,Galeria Navigator,+48-177745240,Europe,Poland,PL,Mielec,"Galeria Navigator - Parking, Rondo Rotmistrza Witolda Pileckiego, Smoczka I, Mielec, powiat mielecki, województwo podkarpackie, 39-316, Polska",50.288471,21.460713
W00193,Galeria Galena,+48-327589540,Europe,Poland,PL,Jaworzno,"CHR Galeria Galena, 59, Grunwaldzka, Osiedle Podwale, Jaworzno Śródmieście, Śródmieście, Bory i Niedzieliska, Jaworzno, 43-600, Polska",50.203259,19.268789
W00194,Galeria Tomaszów,+48-447153540,Europe,Poland,PL,Tomaszow Mazowiecki,"Galeria Tomaszów, 1, Warszawska, Śródmieście, Tomaszów Mazowiecki, powiat tomaszowski, województwo łódzkie, 97-200, Polska",51.53449,20.00759
W00195,Galeria Polnocna,+48-222739140,Europe,Poland,PL,Warsaw,"Salad Story, Światowida, Nowy Tarchomin, Tarchomin, Białołęka, Warszawa, województwo mazowieckie, 03-188, Polska",52.3182761519023,20.96698519833683
W00196,CH Promenada,+48-226117680,Europe,Poland,PL,Warsaw,"Intersport, Ostrobramska, Grochów-Południowy, Gocław, Praga-Południe, Warszawa, województwo mazowieckie, 04-175, Polska",52.23332,21.10643
W00197,CH Ferio Wawer,+48-222058160,Europe,Poland,PL,Warsaw,"Ferio Wawer, 4, Kazimierza Szpotańskiego, Międzylesie, Wawer, Warszawa, województwo mazowieckie, 04-760, Polska",52.2074,21.16865
W00198,Vivo! Stalowa Wola,+48-153062340,Europe,Poland,PL,Stalowa Wola,"Agata Meble, 40, Fryderyka Chopina, Osiedle Widok, Rozwadów, Stalowa Wola, powiat stalowowolski, województwo podkarpackie, 37-450, Polska",50.587168,22.063862
W00199,IKEA Bielany,+48-717812640,Europe,Poland,PL,Wroclaw,"Aleja Bielany, A4;5, Zabrodzie, gmina Kąty Wrocławskie, powiat wrocławski, województwo dolnośląskie, 52-327, Polska",51.04894,16.9586
W00200,Galeria A2,+48-612261840,Europe,Poland,PL,Poznan,"Pobawimysię?, Głogowska, Kotowo, Fabianowo-Kotowo, Poznań, województwo wielkopolskie, 60-004, Polska",52.35313,16.84107
W00201,Emka Koszalin,+48-947112740,Europe,Poland,PL,Koszalin,"Galeria EMKA, Akademicka, Osiedle imienia Tadeusza Kotarbińskiego, Osiedle Na Skarpie, Koszalin, województwo zachodniopomorskie, 75-352, Polska",54.20717280910856,16.18641728598323
W00202,Galeria Zdroj Carrefour,+48-324759540,Europe,Poland,PL,Jastrzębie Zdroj,"Natura, Podhalańska, Jastrzębie-Zdrój, województwo śląskie, 44-335, Polska",49.940087,18.594659
W00203,Liwa,+48-552711240,Europe,Poland,PL,Kwidzyn,"Centrum Handlowe LIWA, 19, Marii Konopnickiej, Osiedle Bema, Kwidzyn, powiat kwidzyński, województwo pomorskie, 82-500, Polska",53.73397553800498,18.93170579200478
W00204,Galeria Stela,+48-334727440,Europe,Poland,PL,Cieszyn,"Empik, Wojciecha Korfantego, Osiedle Liburnia, Cieszyn, powiat cieszyński, województwo śląskie, 43-400, Polska",49.74972047378133,18.63972488342481
W00205,Centrum Handlowe Osowa,+48-583473140,Europe,Poland,PL,Gdansk,"New Men Style, 48, Spacerowa, Owczary, Osowa, Gdańsk, województwo pomorskie, 80-299, Polska",54.42569225208067,18.49096912038954
W00206,Centrun Handlowe Nowa Stacja,+48-222741940,Europe,Poland,PL,Pruszkow,"Bohaterów Warszawy, Tworki, Pruszków, powiat pruszkowski, województwo mazowieckie, 05-800, Polska",52.1704725,20.8118862
W00207,CH Twierdza Kłodzko,+48-746604041,Europe,Poland,PL,Klodzko,"Biedronka, 2, Noworudzka, Ustronie, Kłodzko, powiat kłodzki, województwo dolnośląskie, 57-300, Polska",50.45293,16.63815
W00208,Quick Park Myslowice,+48-327369140,Europe,Poland,PL,Myslowice,"Centrum Handlowe Quick Park Mysłowice, 64, Katowicka, Bończyk, Mysłowice, Górnośląsko-Zagłębiowska Metropolia, 41-400, Polska",50.250044,19.117585
W00209,CH Mlociny,+48-222704440,Europe,Poland,PL,Warsaw,"Galeria Młociny, 15, Zgrupowania AK ""Kampinos"", Huta, Bielany, Warszawa, województwo mazowieckie, 01-943, Polska",52.29688,20.931974
W00210,CH Wroclavia,+48-717483140,Europe,Poland,PL,Wroclaw,"H&M, Sucha, Glinianki, Huby, Wrocław, województwo dolnośląskie, 50-086, Polska",51.09634,17.03633
W00211,Gemini Park Tychy,+48-327339840,Europe,Poland,PL,Tychy,"Gemini Park Tychy, 2C, Towarowa, Klachowice, Cielmice, Tychy, Górnośląsko-Zagłębiowska Metropolia, 43-100, Polska",50.096601,19.009082
W00212,Tesco Zielona Góra,+48-684543740,Europe,Poland,PL,Zielona Góra,"Galeria Zielona Dolina, 2a, Energetyków, Osiedle Batorego, Zielona Góra, województwo lubuskie, 65-729, Polska",51.94969,15.49575
W00213,VIVO! Krosno,+48-134334640,Europe,Poland,PL,Krosno,"Generała Władysława Andersa, Dzielnica Suchodół, Krosno, województwo podkarpackie, 38-401, Polska",49.676416,21.77574
W00214,Galeria Askana,+48-957372840,Europe,Poland,PL,Gorzów Wielkopolski,"Galeria Askana, 102, Aleja Konstytucji 3 Maja, Nowe Miasto, Sródmieście, Gorzów Wielkopolski, województwo lubuskie, 66-400, Polska",52.73101,15.22609
W00215,Tesco Tarnowskie Gory,+48-323914640,Europe,Poland,PL,Tarnowskie Góry,"220, Zagórska, Śródmieście – Centrum, Tarnowskie Góry, powiat tarnogórski, Górnośląsko-Zagłębiowska Metropolia, 42-600, Polska",50.454707,18.832003
W00216,C.C. Cascaishopping,+351-800780330,Europe,Portugal,PT,Lisbon,"Pull & Bear, A 16;IC 30, Quinta das Salgadas, Atrozela, Alcabideche, Cascais, Lisboa, 2645-543, Portugal",38.73888759683804,-9.39940452575684
W00217,C.C. Loures Shopping,+351-800780330,Europe,Portugal,PT,Lisbon,"United Colors of Benetton, Ciclovia Parque da Cidade de Loures / Avenida das Descobertas / LoureShopping / Infantado, Infantado, Loures, Lisboa, 2670-457, Portugal",38.83471011460701,-9.15584921836853
W00218,C.C. Vasco Da Gama,+351-800780330,Europe,Portugal,PT,Lisbon,"Sanjam, Avenida do Índico, Quinta das Laranjeiras, Parque das Nações, Lisboa, 1990-094, Portugal",38.76800423017593,-9.09710884094238
W00219,Rotunda do Infante,+351-800780330,Europe,Portugal,PT,Fuchal,"Edifício Minas Gerais, 2, Avenida do Infante, Ilhéus, Sé, Funchal, Madeira, 9000-541, Portugal",32.64665643186647,-16.91328048706055
W00220,CC Algarve Shopping,+351-800780330,Europe,Portugal,PT,Albufeira,"AlgarveShopping, EN 125, Quinta dos Álamos, Valverde, Guia, Albufeira, Faro, 8201-878, Portugal",37.12795564229867,-8.2804086613769
W00221,MEGA SC,+7-4959812790,Europe,Russian Federation,RU,Khimki,"проспект Мельникова, Родионово, микрорайон ИКЕА, Планерная, Химки, городской округ Химки, Московская область, Центральный федеральный округ, 141410, Россия",55.91044490435585,37.39660263061523
W00222,МЕГА Белая Дача,+7-8005007800,Europe,Russian Federation,RU,Moscow,"Мега Белая Дача, 1-й Покровский проезд, микрорайон Белая Дача, Котельники, городской округ Котельники, Московская область, Центральный федеральный округ, 140054, Россия",55.655192,37.842244
W00223,ТРК Вегас Каширское,+7-8005007800,Europe,Russian Federation,RU,Moscow,"Торгово-развлекательный центр ""Вегас"", 1, МКАД, 24-й километр, Орехово-Борисово Южное, посёлок Совхоза имени Ленина, Москва, Центральный федеральный округ, 142715, Россия",55.58717400444387,37.72550582885742
W00224,ТЦ Горизонт,+7-8005007800,Europe,Russian Federation,RU,Rostov-on-Don,"Мегацентр Горизонт, 32, проспект Михаила Нагибина, Дачный, Ворошиловский район, Ростов-на-Дону, городской округ Ростов-на-Дону, Ростовская область, Южный федеральный округ, 344068, Россия",47.25992231093763,39.71965312957764
W00225,NW Сити-парк Град,+7-8005007800,Europe,Russian Federation,RU,Voronezh,"Amazing red, Парковая улица, Солнечный, Центральный район, Воронеж, Яменское сельское поселение, Рамонский район, Воронежская область, Центральный федеральный округ, 394066, Россия",51.78860357143075,39.20479774475098
W00226,ТЦ Южный,+7-8005007800,Europe,Russian Federation,RU,Kazan,"Южный, 91, проспект Победы, Азино-2, Советский район, Казань, городской округ Казань, Татарстан, Приволжский федеральный округ, 420100, Россия",55.76829331551009,49.21705484390259
W00227,ТЦ Гринвич,+7-8005007800,Europe,Russian Federation,RU,Ekaterinburg,"Гринвич, 46, улица 8 Марта, Кольцо Екатерины, Ленинский район, Екатеринбург, городской округ Екатеринбург, Свердловская область, Уральский федеральный округ, 620219, Россия",56.83005186049757,60.59919118881226
W00228,ТРК СБС Мегамолл,+7-8005007800,Europe,Russian Federation,RU,Krasnodar,"Мегамолл, 79/1, Уральская улица, Карасунский округ, Краснодар, городской округ Краснодар, Краснодарский край, Южный федеральный округ, 350080, Россия",45.03377462344862,39.05242681503296
W00229,ТЦ Парк Хаус,+7-8005007800,Europe,Russian Federation,RU,Kazan,"Парк-Хаус, 46/33, проспект Ямашева, Ново-Савиновский район, Казань, городской округ Казань, Татарстан, Приволжский федеральный округ, 420124, Россия",55.829592,49.11861
W00230,ТЦ Парк Хаус,+7-8005007800,Europe,Russian Federation,RU,Ekaterinburg,"Дефиле, улица Сулимова, Пионерский, Кировский район, Екатеринбург, городской округ Екатеринбург, Свердловская область, Уральский федеральный округ, 620041, Россия",56.86339038774243,60.63099145889282
W00231,ТЦ Парк Хаус,+7-8005007800,Europe,Russian Federation,RU,Togliatti,"Парк Хаус, 6, Автозаводское шоссе, Центральный район, Тольятти, городской округ Тольятти, Самарская область, Приволжский федеральный округ, 445004, Россия",53.54251129764052,49.39012559786221
W00232,SC Marmelad,+7-8005007800,Europe,Russian Federation,RU,Volgograd,"Мармелад, 110Б, улица Землячки, Дзержинский район, Волгоград, городской округ Волгоград, Волгоградская область, Южный федеральный округ, 400137, Россия",48.74406895306608,44.51958650592509
W00233,МЕГА Уфа,+7-8005007800,Europe,Russian Federation,RU,Ufa,"ТЦ «Мега», 174, Академика Сулейманова улица, Кировский район, Уфа, городской округ Уфа, Башкортостан, Приволжский федеральный округ, 450018, Россия",54.675216,55.930116
W00234,ТЦ Красная площадь,+7-8005007800,Europe,Russian Federation,RU,Krasnodar,"Бургер Кинг, улица Дзержинского, Прикубанский округ, Краснодар, городской округ Краснодар, Краснодарский край, Южный федеральный округ, 350000, Россия",45.1018698,38.9836053
W00235,МЕГА Екатеринбург,+7-8005007800,Europe,Russian Federation,RU,Ekaterinburg,"ТЦ «Мега», 87, улица Металлургов, Верх-Исетский район, Екатеринбург, городской округ Екатеринбург, Свердловская область, Уральский федеральный округ, 620043, Россия",56.82460409826916,60.50535678863525
W00236,ТЦ Премьер,+7-4912575560,Europe,Russian Federation,RU,Ryazan,"The iStore, 21, Московское шоссе, Железнодорожный район, городской округ Рязань, Рязанская область, Центральный федеральный округ, 390013, Россия",54.6345174720075,39.68843221664429
W00237,ТЦ Сити Молл,+7-8005007800,Europe,Russian Federation,RU,Surgut,"42, улица Профсоюзов, городской округ Сургут, Ханты-Мансийский автономный округ — Югра, Уральский федеральный округ, 628415, Россия",61.2666667,73.4
W00238,ТЦ Седьмое небо,+7-8005007800,Europe,Russian Federation,RU,Nizhniy Novgorod,"Седьмое небо, 1, улица Бетанкура, Мещерское озеро, Канавинский район, Нижний Новгород, городской округ Нижний Новгород, Нижегородская область, Приволжский федеральный округ, 603086, Россия",56.338826,43.954938
W00239,ТЦ Моремолл,+7-8005007800,Europe,Russian Federation,RU,Sochi,"7, улица Новая Заря, Шанхай, Центральный внутригородской район, Сочи, городской округ Сочи, Краснодарский край, Южный федеральный округ, 354000, Россия",43.60712,39.732293
W00240,ТЦ Радуга,+7-8005007800,Europe,Russian Federation,RU,Ekaterinburg,"33 пингвина, 94, улица Репина, ВИЗ, Верх-Исетский район, Екатеринбург, городской округ Екатеринбург, Свердловская область, Уральский федеральный округ, 620131, Россия",56.817092,60.538242
